step,train_loss,val_loss,val_ppl,time_ms,mfu
573,5.36,,,1537.5,10.5
574,5.46,,,1500.9,10.5
575,5.66,,,2017.8,10.3
576,5.48,,,1836.9,10.2
577,5.46,,,1693.4,10.2
578,5.44,,,1791.4,10.1
579,5.54,,,1664.4,10.1
580,5.64,,,1522.1,10.2
581,5.52,,,1515.4,10.3
582,5.46,,,1450.2,10.4
583,5.52,,,1997.9,10.2
584,5.51,,,1712.7,10.2
585,5.44,,,1846.9,10.1
586,5.47,,,1683.8,10.1
587,5.38,,,1725.7,10.0
588,5.53,,,1691.9,10.0
589,5.4,,,1607.4,10.1
590,5.52,,,1876.0,10.0
591,5.44,,,2035.9,9.8
592,5.39,,,1576.0,9.9
593,5.46,,,1574.8,10.0
594,5.35,,,1481.4,10.1
595,5.64,,,1844.3,10.0
596,5.39,,,1539.9,10.1
597,5.73,,,1571.2,10.2
598,5.31,,,1690.6,10.1
599,5.54,,,1527.1,10.2
600,5.22,,,1514.7,10.3
601,5.5,,,1653.0,10.3
602,5.5,,,1429.2,10.4
603,5.34,,,1617.3,10.4
604,5.47,,,1719.1,10.4
605,5.43,,,1763.4,10.3
606,5.54,,,1437.3,10.4
607,5.42,,,1345.2,10.6
608,5.69,,,1769.1,10.5
609,5.42,,,1521.8,10.6
610,5.49,,,1430.1,10.7
611,5.43,,,1855.6,10.5
612,5.49,,,1813.0,10.4
613,5.56,,,2110.1,10.2
614,5.48,,,1581.0,10.2
615,5.51,,,1534.9,10.3
616,5.46,,,1654.9,10.3
617,5.5,,,1418.3,10.4
618,5.42,,,1743.2,10.4
619,5.56,,,1897.8,10.2
620,5.48,,,1795.7,10.1
621,5.51,,,1629.4,10.1
622,5.36,,,1604.8,10.2
623,5.24,,,1849.2,10.1
624,5.77,,,1667.9,10.1
625,5.48,,,1791.4,10.0
626,5.43,,,1889.4,9.9
627,5.14,,,1645.8,9.9
628,5.54,,,1684.3,9.9
629,5.39,,,1495.9,10.1
630,5.48,,,1683.6,10.1
631,5.29,,,1558.7,10.1
632,5.55,,,1608.4,10.2
633,5.48,,,1521.2,10.3
634,5.23,,,1812.4,10.2
635,5.57,,,1977.3,10.0
636,5.56,,,1635.7,10.0
637,5.38,,,1548.0,10.1
638,5.36,,,1815.8,10.0
639,5.39,,,1509.8,10.1
640,5.43,,,1950.6,10.0
641,5.38,,,1631.6,10.0
642,5.62,,,1710.9,10.0
643,5.37,,,1529.3,10.1
644,5.42,,,1520.2,10.2
645,5.32,,,1665.2,10.2
646,5.58,,,1985.0,10.0
647,5.34,,,1867.2,9.9
648,5.27,,,2751.0,9.5
649,5.21,,,3545.5,9.1
650,5.33,,,3052.7,8.7
651,5.45,,,3010.6,8.4
652,5.3,,,2961.2,8.1
653,5.29,,,2870.8,7.9
654,5.29,,,3129.9,7.6
655,5.5,,,2970.4,7.4
656,5.22,,,2483.8,7.4
657,5.29,,,1449.1,7.8
658,5.3,,,1447.7,8.2
659,5.31,,,1514.4,8.5
660,5.32,,,1521.7,8.7
661,5.37,,,1528.9,9.0
662,5.32,,,1729.2,9.0
663,5.35,,,1372.3,9.4
664,5.23,,,1430.6,9.6
665,5.29,,,1406.7,9.8
666,5.22,,,1520.9,10.0
667,5.41,,,1630.2,10.0
668,5.31,,,1552.0,10.1
669,5.47,,,1732.0,10.0
670,5.25,,,1487.3,10.2
671,5.09,,,1993.0,10.0
672,5.37,,,1689.5,10.0
673,5.21,,,1357.8,10.2
674,5.3,,,1591.5,10.3
675,5.37,,,1542.8,10.3
676,5.4,,,1455.0,10.5
677,5.35,,,1954.8,10.3
678,5.27,,,1434.6,10.4
679,5.14,,,1909.5,10.3
680,5.18,,,1801.8,10.2
681,5.18,,,1588.2,10.2
682,5.28,,,1812.3,10.1
683,5.38,,,1859.0,10.0
684,5.54,,,1603.4,10.1
685,5.12,,,1639.3,10.1
686,5.23,,,1450.7,10.2
687,5.4,,,2090.0,10.0
688,5.3,,,1623.1,10.1
689,5.23,,,1926.5,9.9
690,5.41,,,1580.4,10.0
691,5.32,,,1552.9,10.1
692,5.28,,,1880.9,10.0
693,5.31,,,1471.1,10.1
694,5.31,,,1523.9,10.2
695,5.26,,,2367.1,9.9
696,5.05,,,1661.1,9.9
697,5.37,,,1458.2,10.1
698,5.16,,,2312.3,9.8
699,5.31,,,1670.0,9.8
700,5.34,,,1862.7,9.8
701,5.26,,,2035.4,9.6
702,5.45,,,1829.2,9.6
703,5.24,,,1459.9,9.8
704,5.22,,,2112.2,9.6
705,5.52,,,1644.8,9.6
706,5.19,,,1711.7,9.7
